Reported by,Metric Category,Metric,Sub-Group,Unit of Measure,Comments,Date,Value,Plant,Fuel
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2023-11-01,52.895,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2023-11-01,16.092,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2023-11-01,6.644,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2023-11-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2023-11-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2023-11-01,3.07,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2023-11-01,8.168,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2023-11-01,4.513,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2023-11-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2023-11-01,21.126,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2023-11-01,0.0285,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2023-11-01,0.084,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2023-12-01,94.094,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2023-12-01,0.0,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2023-12-01,209.22,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2023-12-01,112.44,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2023-12-01,202.127,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2023-12-01,33.288,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2023-12-01,36.3508,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2023-12-01,6.443,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2023-12-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2023-12-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2023-12-01,0.912,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2023-12-01,2.782,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2023-12-01,1.469,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2023-12-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2023-12-01,13.06,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2023-12-01,0.001,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2023-12-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2024-01-01,99.612,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2024-01-01,0.0,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2024-01-01,25.84,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2024-01-01,25.84,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2024-01-01,253.841,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2024-01-01,36.172,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2024-01-01,57.5632,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2024-01-01,6.298,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2024-01-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2024-01-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2024-01-01,1.553,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2024-01-01,4.93,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2024-01-01,2.074,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2024-01-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2024-01-01,22.944,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2024-01-01,0.004,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2024-01-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2024-02-01,62.96,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2024-02-01,0.0,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2024-02-01,2.32,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2024-02-01,196.5,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2024-02-01,200.554,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2024-02-01,28.132,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2024-02-01,49.8893,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2024-02-01,8.965,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2024-02-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2024-02-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2024-02-01,1.085,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2024-02-01,3.402,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2024-02-01,1.323,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2024-02-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2024-02-01,23.999,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2024-02-01,0.004,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2024-02-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2024-03-01,30.987,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2024-03-01,0.0,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2024-03-01,72.4,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2024-03-01,175.275,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2024-03-01,244.201,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2024-03-01,25.708,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2024-03-01,42.9459,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2024-03-01,11.545,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2024-03-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2024-03-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2024-03-01,0.957,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2024-03-01,3.47,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2024-03-01,1.162,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2024-03-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2024-03-01,20.82,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2024-03-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2024-03-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2024-04-01,49.53,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2024-04-01,0.0,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2024-04-01,190.91,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2024-04-01,155.425,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2024-04-01,114.817,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2024-04-01,56.469,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2024-04-01,57.7883,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2024-04-01,8.579,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2024-04-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2024-04-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2024-04-01,1.845,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2024-04-01,5.753,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2024-04-01,2.413,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2024-04-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2024-04-01,42.32,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2024-04-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2024-04-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2024-05-01,50.091,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2024-05-01,0.0,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2024-05-01,262.39,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2024-05-01,313.065,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2024-05-01,137.854,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2024-05-01,74.388,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2024-05-01,67.2337,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2024-05-01,14.959,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2024-05-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2024-05-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2024-05-01,3.336,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2024-05-01,8.916,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2024-05-01,3.75,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2024-05-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2024-05-01,53.346,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2024-05-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2024-05-01,0.0,Culebra , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Steam,GWh,,2024-06-01,50.407,San Juan , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Steam,GWh,,2024-06-01,0.0,Palo Seco , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Steam,GWh,,2024-06-01,341.33,Costa Sur , Steam
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Steam,GWh,,2024-06-01,336.42,Aguirre , Steam
Genera PR,Generation,Monthly thermal generation (by plant),San Juan - Combined Cycle,GWh,,2024-06-01,170.311,San Juan , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Combined Cycle,GWh,,2024-06-01,52.214,Aguirre , Combined Cycle
Genera PR,Generation,Monthly thermal generation (by plant),Mayagüez - Gas,GWh,,2024-06-01,46.3662,Mayagüez , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Palo Seco - Gas,GWh,,2024-06-01,8.139,Palo Seco , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Costa Sur - Gas,GWh,,2024-06-01,0.0,Costa Sur , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Aguirre - Gas,GWh,,2024-06-01,0.0,Aguirre , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Yabucoa - Gas,GWh,,2024-06-01,1.081,Yabucoa , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Daguao - Gas,GWh,,2024-06-01,1.644,Daguao , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Jobos - Gas,GWh,,2024-06-01,1.692,Jobos , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vega Baja - Gas,GWh,,2024-06-01,0.0,Vega Baja , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Cambalache - Gas,GWh,,2024-06-01,26.618,Cambalache , Gas
Genera PR,Generation,Monthly thermal generation (by plant),Vieques - Diesel,GWh,,2024-06-01,0.0,Vieques , Diesel
Genera PR,Generation,Monthly thermal generation (by plant),Culebra - Diesel,GWh,,2024-06-01,0.0,Culebra , Diesel
